# 2026-07 Monthly Brief screening ledger
# count=365 | main=3bb929004ff8b547b86e5f1beab0efb3dac19d62 | blob=beb2aa7615b583b4c9c0c269974601a0b26c2684

001 | top  | 2026-07-31 | GL | 2026-07-31_GL_02 | 인도, 5,000MW 수상태양광·최소 2시간 ESS PM-Surya Sarovar 승인 | FACT: 인도 연방 내각은 PM-Surya Sarovar Yojana를 승인했다. 제도는 5,000MW 수상태양광과 최소 2시간 에너지저장장치를 결합하는 구조를 지원한다. | GATE: 이번 사건은 제도 승인 단계이며 개별 프로젝트 선정·착공을 의미하지 않는다. 후속 판단 지점은 세부 사업 선정과 실제 집행 속도다.
220 | high | 2026-07-13 | KR | 2026-07-13_KR_01 | 2026 충전보조 운영사·제조사 선정 지연…기존 수행기관은 한시 인정 | FACT: 무공해차 통합누리집은 2026년 충전보조사업 제조사 접수를 당초 5월 20일에서 5월 31일로 연장하고 서류검증을 6월 23일까지 진행하도록 공고했다. 평가위원회와 선정발표 일정은 사업추진 여건에 따라 변동 가능하다고 안내했으며 7월 13일 보도시점에도 신규 운영사·제조사 선정일이 특정되지 않았다. 다만 지역별 무공해차  | GATE: 확인된 지연은 운영사·제조사 평가와 선정발표 일정이며 충전보조사업 전체가 중단됐다고 볼 근거는 없다. 신규 선정발표·평가기준과 기존 수행기관의 한시 적용범위가 실제 발주·설치영향의 판단기준이다.
221 | high | 2026-07-13 | JP | 2026-07-13_JP_01 | 토요타 인더스트리즈, ISO 15118-20 기반 AC V2G 계통방전 실기검증 | FACT: 토요타 인더스트리즈는 2026년 7월 13일 스웨덴 RISE와 노르웨이 DEFA와 공동으로 AC 방식 V2G 실기검증 결과를 발표했다. ISO 15118-20 요구사항을 기반으로 차량 배터리의 DC전력을 차량 내 양방향 충전기에서 AC로 변환해 계통에 안정적으로 공급하는 것을 확인했다. 회사는 충방전 성능과 전력제어 기술 | GATE: 이번 결과는 기술기반 검증이며 상용인증·반복운전·시장참여 승인을 의미하지 않는다. 회사도 검증에서 확인된 기술과제를 보완하고 충방전 성능·전력제어를 개선한 뒤 상용화를 추진할 계획이다.
222 | high | 2026-07-13 | EU | 2026-07-13_EU_02 | 폴란드 GZM, 전기버스 73대·충전기 45기 인도 완료 | FACT: 폴란드 GZM은 전기버스 73대와 충전기 45기의 인도를 완료했다. 차량은 Solaris 42대와 Irizar 31대—18m 굴절버스 16대와 12m 버스 15대—로 구성돼 4개 운영사에 배분됐다. 전체 조달액은 약 3억500만즈워티이며 대부분 폴란드 국가회복계획(KPO) 재원으로 지원됐다. | GATE: 이번 사건은 차량과 충전기의 인도 완료이나 실제 영업운행 성과와 추가 교체물량은 확정되지 않았다. 지역 단일 조달을 유럽 전체 수요로 확대해서는 안 된다.
223 | high | 2026-07-13 | EU | 2026-07-13_EU_01 | 영국 배터리 skip rate 35%, 상반기 평균도 30% 목표 상회 | FACT: 영국 정부의 Clean Flexibility Roadmap은 배터리 skip rate가 2025년 상반기 평균 49%에서 2026년 상반기 38%로 낮아졌고 2026년 5월에는 35%였다고 제시했다. 같은 로드맵의 진척도 표는 2026년 6월 계통형 배터리 용량을 7.3GW로 기록했다. NESO는 skip을 더 낮은 가격 | GATE: skip rate는 배터리 매출 또는 가용에너지 손실률과 같지 않으며 All BM과 Post System Actions 등 산정분모에 따라 달라진다. 로드맵의 다른 서술에는 2025년 말 7.5GW가 제시돼 7.3GW와 단순 증감비교하지 않는다. Ofgem의 7.6GW
224 | high | 2026-07-13 | CN | 2026-07-13_CN_03 | Guocheng Lithium, 연 6만톤 배터리급 탄산리튬 1단계 생산 개시 | FACT: Sichuan Guocheng Lithium의 연 6만톤 배터리급 탄산리튬 생산라인이 정식가동에 들어갔다. 현재 확인된 생산능력은 연 6만톤이다. | GATE: 6만톤은 생산라인의 명목능력이며 즉시 판매가능 물량을 뜻하지 않는다. 램프업과 고객인증이 실제 공급량을 결정한다.
225 | high | 2026-07-13 | CN | 2026-07-13_CN_02 | 광시 Beiliu 공유형 ESS, 최종 200MW·400MWh 중 40MW·80MWh 착공 | FACT: 광시 Beiliu Tang’an 공유형 ESS는 최종 200MW·400MWh 규모를 계획하고 있다. 이 가운데 1단계 40MW·80MWh 공사가 시작됐다. 수발에너지공정은 설계, 조달, 시공과 시운전을 포함한 EPC를 담당한다. | GATE: 계획용량과 실제 집행용량을 구분해야 한다. 현재 실행앵커는 40MW·80MWh 1단계 착공이며 200MW·400MWh 전체가 건설 중인 것은 아니다. 준공, 계통연결과 배터리 공급계약이 후속 수요를 확정한다.
226 | high | 2026-07-13 | CN | 2026-07-13_CN_01 | Gotion, 독일·베트남·인도네시아·태국 생산거점 순차 가동 | FACT: Gotion은 2026년 7월 13일 투자자 플랫폼에서 독일·베트남·인도네시아·태국 해외거점이 순차적으로 생산에 들어갔다고 밝혔다. 회사는 해외 완성차 고객수요 대응과 고객구조 확대를 목적으로 제시했다. Gasgoo는 베트남을 LFP 셀 공장, 나머지 3개 거점을 팩 공장으로 설명했다. | GATE: 베트남 거점은 LFP 셀, 독일·인도네시아·태국 거점은 팩 생산을 중심으로 운영되는 것으로 보도됐다. 회사 답변은 생산개시를 확인하지만 거점별 가동률·출하량·고객별 공급규모는 공개하지 않았다.
227 | high | 2026-07-10 | GL | 2026-07-10_GL_04 | 파키스탄, 2025년 리튬이온 BESS 4.6GWh 수입…전년 대비 220% 증가 | FACT: Renewables First가 2026년 7월 10일 공개한 보고서에 따르면 파키스탄의 2025년 리튬이온 BESS 수입은 4.6GWh로 전년보다 220% 증가했다. 공개자료는 용도별·화학계별 구성과 실제 설치·가동량을 분리하지 않는다. | GATE: 4.6GWh는 통관·수입 데이터이지 모두 설치됐거나 운전 중인 용량을 뜻하지 않는다. 재고와 용도별 구성, 설치 시차를 확인해야 고정형 저장시장 규모로 환산할 수 있다.
228 | high | 2026-07-10 | GL | 2026-07-10_GL_03 | Prairie Lithium, 4열 상업규모 DLE 장치 반입…4분기 시운전 목표 | FACT: Prairie Lithium은 서스캐처원 Pad 1 현장에 Aquatech Li-Pro 기술 기반의 4개 풀스케일 컬럼 DLE 장치를 반입했다. 현장에는 생산정·처분정·전력 인프라·변압기가 구축돼 있으며 Phase 1 상업생산은 정부승인을 받았다. 회사는 2026년 4분기 시운전과 첫 생산을 목표로 하고, Phase 1  | GATE: 장비 반입과 기존 현장기반은 프로젝트를 설치·시운전 단계로 진전시켰지만 연속운전 회수율과 제품규격은 아직 확인되지 않았다. 4분기 시운전·첫 생산과 Hydro Lithium 공급품질 검증이 상업성의 다음 기준이다.
229 | high | 2026-07-10 | GL | 2026-07-10_GL_02 | 한·몽, 97.8억원 ODA 기반 희소금속위 장관급 격상·텅스텐 공급 확대 | FACT: 한국 산업통상부와 몽골 산업광물자원부는 희소금속협력위원회를 장관 공동의장 체계로 격상하고 하반기 회의에서 기존 MOU를 개정하기로 했다. 2023~2027년 희소금속협력센터 ODA 규모는 97.8억원이며 몽골산 텅스텐 정광 27톤이 6월 국내 공급을 완료했고 7월부터 50톤으로 확대될 예정이다. 후속협력안에는 한국 21개 | GATE: 27톤은 공급완료 실적이지만 50톤은 7월부터의 확대계획으로 구분해야 한다. 하반기 장관급 회의의 MOU 개정과 2027년 이후 후속사업이 제도·상업경로의 지속성을 결정한다.
230 | high | 2026-07-10 | GL | 2026-07-10_GL_01 | 인도네시아, 니켈 쿼터 전면 증액 제한…공급부족 제련소만 예외 | FACT: 인도네시아 에너지광물자원부는 7월 10일 니켈 생산쿼터의 포괄적 추가증액을 허용하지 않겠다고 밝혔다. 다만 원료공급이 부족한 국내 제련소를 보완하는 제한적 증액은 가능하며 규모는 크지 않을 것이라고 설명했다. 정부가 제시한 2026년 국가 니켈 광석 채굴허가량은 2억5000만~2억6000만 습윤톤으로, 2025년 RKAB | GATE: 정책은 모든 증액을 절대 금지한 것이 아니라 포괄적 증액을 막고 즉각적인 원료부족 제련소에 소규모 예외를 두는 구조다. 승인된 습윤톤 광석쿼터와 실제 채굴·제련투입량의 차이를 구분해야 글로벌 니켈 공급효과를 판단할 수 있다.
231 | high | 2026-07-10 | EU | 2026-07-10_EU_05 | Aura Power, Sandford 100MW BESS 계획허가 확보 | FACT: Aura Power는 7월 10일 Somerset의 Sandford BESS에 대한 계획허가를 확보했다고 발표했다. 독립 보도는 프로젝트 규모를 100MW/400MWh로 전했다. | GATE: 계획허가는 착공이나 금융종결과 다르다. 계통·금융·공사 단계로 이어지는지가 실제 프로젝트 전환의 다음 지표다.
232 | high | 2026-07-10 | EU | 2026-07-10_EU_04 | Lower Larks 70MW/140MWh, 7년 톨링 계약 | FACT: Lower Larks 70MW/140MWh BESS는 Danske Commodities와 7년 톨링 계약을 체결했다. 프로젝트 운영은 2027년 2분기로 제시됐다. | GATE: 톨링 계약은 운영 개시와 다르다. 실제 건설과 2027년 2분기 운영 일정 이행을 확인해야 한다.
233 | high | 2026-07-10 | EU | 2026-07-10_EU_03 | MVV·뮐러, 27개 매장에 배터리버퍼형 초급속충전 39기·78포인트 구축 | FACT: MVV는 독일 뮐러 매장 27곳에 배터리버퍼형 초급속충전소 39기와 충전포인트 78개를 자금조달·건설·운영한다. 배치는 Stuttgart-Ulm 지역을 중심으로 Ruhr, Munich와 Freiburg까지 포함하며 Neresheim Härtsfeldcenter 매장에서는 2기가 이미 개장했다. ADS-TEC의 배터리버퍼  | GATE: Neresheim 매장 2기는 이미 개장했지만 전국 27개 지점의 전체 준공시점은 별도 확인이 필요하다. 기존 MVV 충전망 170개 지점·480포인트와 결합될 때 소매거점 확대속도와 제한된 계통용량에서의 운영성능, 이용률이 다음 판단기준이다.
234 | high | 2026-07-10 | EU | 2026-07-10_EU_02 | 벨기에 그린터틀 700MW/2.8GWh, 4.5억유로 금융종결·9월 착공 예정 | FACT: 기가스토리지는 2026년 7월 10일 벨기에 그린터틀 프로젝트의 금융종결을 발표했다. 프로젝트 규모는 700MW/2,800MWh이며 10개 국제은행이 4억5000만유로의 부채금융을 제공한다. 금융종결일은 7월 9일이고 착공은 2026년 9월, 가동은 2028년으로 예정돼 있다. | GATE: 금융종결과 착공계획은 프로젝트의 금융조달 가능성을 높이지만 수익계약·계통접속·상업운전의 완결을 뜻하지 않는다. 2.8GWh는 설계용량이며 실제 설치·가동용량은 건설진척에서 확인해야 한다.
235 | high | 2026-07-10 | EU | 2026-07-10_EU_01 | 독일, 2031 용량시장 법제화: 9월과 12월 각각 4.5GW 입찰 | FACT: 독일 정부는 StromVKG 국내 입법절차를 마치고 2031년 용량시장 도입기반을 마련했다. 연방네트워크청은 2026년 두 차례 장기용량 입찰에서 각각 4.5GW의 감축환산용량을 공고해 총 9GW를 조달할 계획이라고 밝혔다. 9GW가 모두 낙찰되지 않으면 2027년 5월 18일 추가 입찰을 열 수 있으며, 같은 날 별도  | GATE: 9GW와 별도 2GW를 BESS 전용 물량으로 보면 안 된다. 초기 장기용량 입찰은 장시간 연속공급이 가능한 발전설비를 대상으로 하며, 저장장치와 유연수요의 본격 참여범위는 후속 용량상품과 세부 사전적격, 감축환산 규칙에서 결정된다. 법률의 국내 통과와 EU 국가보조 
236 | high | 2026-07-10 | CN | 2026-07-10_CN_01 | 톈츠머티리얼즈, 상반기 순이익 27억~30억위안 예고 | FACT: 톈츠머티리얼즈는 2026년 상반기 지배주주 순이익을 27억~30억위안으로 예상했으며 전년 동기 대비 증가율은 907.84%~1,019.82%다. 회사는 상반기 전해액 출하량이 40% 넘게 늘었고 6월 기준 전해액과 LiPF6 생산능력 이용률이 근접만산 수준이라고 밝혔다. 해당 수치는 회계감사를 받지 않은 예비실적이다. | GATE: 수치는 감사 전 재무부서의 예비추정이며 최종 반기보고서와 차이가 날 수 있다. 이익증가를 물량·가격·원가 중 어느 요인이 지속시키는지는 최종실적에서 분해해야 한다.
237 | high | 2026-07-09 | US | 2026-07-09_US_01 | 미국, Kobalt USB-C 배터리 전동공구 약 55만4780개 리콜 | FACT: 미국 소비자제품안전위원회는 Kobalt 24V·48V 전동공구와 USB-C 배터리 약 55만4780개를 리콜했다. Greenworks는 연기·불꽃·화재 34건을 접수했다. 부상이나 재산피해는 보고되지 않았다. | GATE: 리콜은 배터리 셀뿐 아니라 충전포트와 완제품 사용조건을 함께 관리해야 하는 안전책임을 보여준다. 교체조치 이행과 추가 사고 여부가 리콜 범위의 충분성을 판단하는 기준이다.
238 | high | 2026-07-09 | GL | 2026-07-09_GL_01 | LibertyStream, Freedom 1 60% 오프테이크…2027년부터 연 600톤 | FACT: LibertyStream은 7월 9일 미국 산업고객과 확정 탄산리튬 오프테이크 계약을 체결했다. Freedom 1의 1000톤/년 설계기준 중 600톤/년을 2027년부터 분기별 150톤씩 공급하며 첫 2년 가격은 설정됐지만 고객명과 가격은 공개되지 않았다. Freedom 1은 Select Water Solutions의  | GATE: 계약은 1000톤/년 설계기준 Freedom 1의 계획생산량 60%를 고정하지만 시설은 아직 개발 중이다. 2026년 말 생산능력 확보와 고객규격 충족, 2027년 분기별 공급개시가 계약가치의 다음 기준이다.
239 | high | 2026-07-09 | EU | 2026-07-09_EU_04 | Alpiq, Harmony Energy 90% 인수…건설 중 BESS 약 400MW 확보 | FACT: Alpiq은 7월 9일 Harmony Energy 지분 90% 인수에 합의했다. 거래 대상에는 유럽에서 건설 중인 약 400MW의 BESS와 멀티기가와트 개발 파이프라인이 포함된다. Harmony Energy는 지금까지 18개 계통용 BESS, 합계 700MW 이상을 준공했고 창업자는 10%를 유지한다. | GATE: 현재 단계는 거래 종결 전 인수 합의이며 가격도 공개되지 않았다. 기업가치 실현은 거래 종결, 건설 중 자산의 계통연계와 파이프라인의 투자결정에 달려 있다.
240 | high | 2026-07-09 | EU | 2026-07-09_EU_03 | Flower, 독일 RTB BESS 7개 112MW·332.5MWh 인수계약 | FACT: Flower는 2026년 7월 9일 Chint Solar Europe과 독일 BESS 7개를 인수하는 주식매매계약을 체결했다. 포트폴리오 합산규모는 112MW·332.5MWh이고 개별 프로젝트는 6~48MW이며 5개 주에 위치한다. Flower가 자산을 소유·금융·운영·상업화하고 Chint가 EPC와 장기 O&M을 수행하 | GATE: 7개 프로젝트는 계통접속과 필요한 인허가를 확보했지만 아직 상업운전 자산은 아니다. SPA 종결, EPC 이행과 프로젝트별 금융조달이 RTB 포트폴리오를 운영자산으로 전환하는 핵심 조건이다.
241 | high | 2026-07-09 | EU | 2026-07-09_EU_02 | Vattenfall, Nima 스웨덴 초급속충전 178기 운영망 인수 계약 | FACT: Vattenfall InCharge는 Nima Energy의 스웨덴 초급속충전 사업을 인수하는 계약을 체결했다. 대상에는 16개 위치에서 운영 중인 178개 충전포인트와 36개 신규 위치에 계획된 254개 포인트가 포함된다. 운영통합은 거래종결 이후 시작되며 거래금액은 공개되지 않았다. | GATE: 서명된 인수계약으로 운영자산과 개발 파이프라인이 함께 이전되는 구조다. 254개 계획 포인트의 실제 건설과 거래종결 이후 운영통합이 인수효과의 다음 기준이다.
242 | high | 2026-07-09 | EU | 2026-07-09_EU_01 | Eviny·Statkraft, 57대43 급속충전 합병…북유럽 100만 고객 통합 | FACT: Eviny와 Statkraft는 Eviny Fast Charging과 Mer의 공공 급속충전사업을 Eviny Elektrifisering으로 합병하기로 했다. 합병사는 등록고객 100만명 이상이며 노르웨이 24%, 스웨덴 14% 시장점유율을 갖게 된다. Mer는 2026년 초 3500개 이상 충전포인트를 운영했고 2025 | GATE: Eviny가 57%, Statkraft가 43%를 보유하며 Mer의 공공 급속충전사업만 편입한다. 노르웨이 경쟁당국과 독일 관련승인, 비용통합·브랜드전환이 거래종결과 수익성 개선의 핵심 조건이다.
